doc_key,processed_entities,output_tokens
593,protectors; authorities; demonstrators; POK; government; security; Rejected samples; Blood; protest; Flags; Police; police; Consequences; ABILA; Baton blows; Sri Lanka; 2010/06/22; Pisoteadas; force; buildings; Demonstrators; Base; Earth; pivot; group; disperse; Kronos; batons; command; Hard group; activist; tear gas; Smoke; Dragged; Seat.; bottles; Uproar,302
594,municipality; Government; Contamination; diseases; Waters; 20 kilometers; Citizens; government; Root; Causes; investigate; Investigations; Report; root; Elodis; Tiskele; Investigation; Time; causes; Site; Curve; residents; test; International GAStech; GAStech; Smaller Importance; Kronos; Need; Needed; plans; Health; Detrimental; Precipitated,297
595,GAStech; International employees; Terrorism; Incursion; Kronos; Inc,256
596,Government; Contamination; beginning; government; Natural gas; Tiskele; Elodis; Declaration; Abila; GAStech International; Patients; protect; Water; Earth; Curve of Tiskele; cooperate; Government of Kronos; relation.; people; Process; GAStech; Kronos; People,274
597,Anterior Luis; Kronos; ABILA; President; Dorel Kapelou II; Luis Araullo; Luis Araull; President Anterior Luis,256
598,10:00; International employees; Sten Sanjorge; Event; Reception; 20 of January; Speculation; Edvard Vann; 2014/01/20; Declaration; Abila; Headquarters; Morning; Cars; Avila; Government of Kronos; Annual corporative meeting; Motivation; Responsibility; Police of Avila; GAStech; Confusion; Kronos; Kidnapping; Pressure; International executive; Firemen; CEO; Main office; Fire,169
599,Developing; GAStech; Government; Country; Positive Growth; Relation; Contribution; Kronos; Fourth Trimester; 2000/01/17; ABILA; International; Office of the Economy; GDP; Growth,256
600,Sten Sanjorge Jr.; GAStech; GAS; Kronos; Asteria; 1994/09/25; Tiskele; GAStech International,256
601,"GAStech; $38,5 million; Orhan Strum; Environmental security; Kronos; COO; $327.25 million; $96.25 million; Fl; Tiskele; Fluss; Ada Campo-Corrente; Sanjorge Jr; Willem Vasco-Pais; Sanjorge; CFO Ingrid Barranco; Sanjorge Sr",512
602,Government; Ten demonstrators; Protest; Nobodies; Contamination; POK; Sten Sanjorge; Sanjorge Jr; GASTech; Wednesday; Common citizen; Citizens; System; Goal; Door; City; Security; End; Headquarters; Chained; Everything; Cars; Employees; Business works; Terrorist; Window; GAStech; Fear; Kronos; Jr; Perforated; Health; Denied,114
603,go.; single; Sten Sanjorge; us; downriver; locals; answered question; Rebecca Cato; government officials; doors; gas; Elodis; Tiskele; methane; night; Elodis absents; explosion; Avila; far; came; employees; evacuate; GAStech; lights; Kronos; homes; Jr; fire; center,97
604,Wellness; GAStech; G; Kronos; natural gas,512
605,Ingmar Casablancas; GAStech; Prosperous; Atmosphere; 1998/11/14; Kronos; ABILA; Government of Kronos; Clean; Safe; WFA,47
606,Sten Sanjorge Sr.; GAStech; Sten Sanjorge Jr.; production; Monday; gas; bottom; operations; $3; exploration; Sanjorge Jr.; $3.75 billion; value; international; industry,256
607,block; Inside; time; regime; Petr Noriega; Mr. Sanjorge Jr; important; Mr. Noriega; Good short while.; present state; securings; investors; international investors; president; possessions; granite; GAStech; Kronos; solve; present state; executive; standard,284
608,Sten Sanjorge Sr.; Family; Administrator; Father; Sanjorge Jr; Vision; Willem Gracias; Company; Prayers; Thoughts; Sanjorge; Honor; President Emeritus; Centrum; Ingrid Sanjorge; Dignity; Vote; GAStech; Sten Sanjorge Jr; Board of Directors; International; Center; Advanced; Light; Work; Compartment; Shade; World; Tethys; Life,158
609,"12 grandsons; GAStech; Kronos; Hank Fluss, Jr.; Fluss; Wells; Beatriz; Tethys; Sanjorge; 5 children",282
610,GAStech; Corruption; Government; Clean water; Kronos; Protests; Avila; International Kronos; Elodis; Vandalism; Sacking; Sanjorge Jr; Uproars; Tethys; Human rights; Fire,57
611,GAStech; production; cut; representatives; Kronos; ceremony; government; 50 million; Sten Sanjorge; Abila; tape,37
612,distribution; world.; Port; Claudius Morluniau; import; commerce; Dredging; Production; doors; East wharf; Abila; $300 million; Embankment; harbor capacity; port; Traffic; introduction; Package ships; Kronos; Sea level; export,69
613,GAStech; International GAStech; Earth; Kronos; Inner minister; Ivar Blanes; Tethan; Tethys; Environmental regulations; Teth,256
614,Government; Contamination; Borderline; Protests; Sanjorge Jr; 2009/05/17; Great day; Day; Abila; Environment; Water; Today; Allegations; Derail; Sten Sanjorge Jr.; GAStech; Kronos; Libelous; Sten Sanj; Tethys; CENTRUM; Unfounded,768
615,companies; infrastructure; Europe; cheap energy; Impatient Work; meet; United States; fossil fuel; countries; Derogations of Regulations; ABILA; Government Modernizing; high-rent; Deposits of Gas; energy; needs; Government of Kronos; rent; High-Rent; Kronos.; diminish; gain; Preferential Tariffs; situation; 1992/12/13; Kronos; Developing Country; Cheap Energy; Tax Breakage; Incentives; World; Competitive Advantage,120
616,Tethys; GAStech; HASR; 1995/04/01,256
617,GAStech; Edvard Vann; Kronos; 2014/01/20; POK; 2014/; Abila,256
618,clashes; Approaches; POK; windows; mottos; fires; samples; urge; protest; streets; Pacific; police; Siopa; Protectors; stores; POK assembly; samples; Abila; Violence; Unjustifiable; Opposition; Peace; crowd; Elian Karel; violence; Kronos; Change; President Kapelou; bullhorn,297
619,Julian Vann; Vehicles; Protests; POK; Pepper; Protestors; Police; Abila; Windows; Damages; Water; Break; Prot; Capitol; Kapelou; Rubber bullets; Elian Karel; Officials; Heroic efforts; Dorel Kapelou; Crowd; Tear gas; Kapelou,512
620,police; hooligans; demonstrations; way of the pacific life; future; Elodis; POK; government; capital; malcontents; maximum force; pestilence; sector; President Kapelou,256
621,Hardship; Kronos; ABILA; POK; Kapelou; Rufus Drymiau; Businesses; People; Undisputed; 2011/07/28; Violence; Damage; President Kapelou; Vandalism,54
622,police; Kronos; lawyer; Well-being; activist; Michale Kraft; People; Nation; Heart; Nation; Elian Karel; Contribute; fiscal evasion; activist group; lawyer; meeting; Interests,512
623,Assembly; Measurement; allocation; present taxes; Persistent; Rural areas; End of this year.; Reviewed; Additional; My office; Development of the oil; ABILA; gas; Finance; Medical care; health.; 10%; Will Nespola; end of this year; Clean projects of the water; Misfortune; 2001/03/18; measurement; Foreign investment; office; Office; anticipate; Gas; assembly; Minister of the health; oil; bottoms; Education of health; Kronos; reviewed; rural projects; Stop Nespola; reconstruction; Tax; president Kapelou; tax,135
624,ABI; Cesare Nespola; Kronos; 1999/07/04; ABILA; Health Minister,256
625,Julian Vann; protectors of Kronos; GAStech; spokesman of the government; Carmine Gurganus; Kronos; economic development; picture; water; clear; animated; government; vehicle; renters; people of Kronos; outside; activists,82
626,History; General hospital; Kronos; Dr Ronald Gerard; Will; ABILA; Tiskele; Ministry of the health; Elodis; Oncologist; 1998/11/10; People; Disease; Abila; Tethys; Nespola; Number one.,110
627,Cabinet; Master of science; Cesare Nespola; President Araullo; Kronos; ABILA; 2001/06/16; President; President conserved; Education; Bachelor of science; 28; Biochemistry; Tethys; President Kapelou; Chemistry; Minister of the health; Vincent Kapelou,83
628,anarchist; POK; federal agencies; police; criminal; missing; rhetoric; past; Abila; reporters; several years.; Carman; whereabouts; application; investigation; employees; law; rescue; GAStech; Adrien Tethyn; Kronos; actions; kidnapping; spokesman; violent; press conference,67
629,police; minister of the health; extended.; Kronos; ABILA; president Kaeplou; Will stop Nespola; threats; POK; family; Andreas; vacations; Vincent Kapelou,48
630,trunk; ambushed; public; average; POK; crawled; windows; desire; assure; Carmen Adrien; tied; striking; officials of the patrol; serious crimes; Abila; car; hooligans of POK; aerosol-painted standards; soon.; vehicle; beat; men; seated; Kronos; justice; today; Carmen,88
631,Government; new hospital; Araullo; first one; General hospital; modernize our form of life; Medical care; Abila; Administrator Torsten; Facilities; President Araullo; 350 beds; hospital; New general hospital; Electrical fires; foreign investment; Administrator Torsten Trucco; many projects; 100 beds; Present old fashioned facility; many; Kronos; Construction,512
632,Opportunity; GAStech; $1 billion; Fiscal income; Government; President Araullo; Infrastructure; Education; Tiskele; Medical care; Kronosian; Signal; New one; Tethys; Department of the Interior; Fortune; Year,70
633,1996/03/15; oppose; New hospital; Harbor extension; Foreign investments; Sarto; ABILA; dividends; decades; Minister; pride; President Araullo; Curve of Tiskele; history; president; deceive; GAStech; foreign investment; hopes; Kronos; myopic; Tax; plan,298
634,2005/04/08; Vehicles; forum; Access; enemy; government; occupied way; national environmental policy; Curse; Lights; declaration; Police; discussion; representatives; Shout; ABILA; Tiskele; Rufus Drymiau; Fields; Blockade; Way; citizens; Demonstrators; contact; Traffic; Curve; Second hour; Conductors; assembly; Block; Drivers; process; Kronos; Geniuses; Move; democratic; issue,144
635,General; 5 million cubic meters; General hospital; Hard roads; Modernization; Tiskele; Rufus Drymiau; Fields; Corporation; Cooperation; Abila; Schools; Kapelou; 20th year; Curve; GAStech; Country; Sten Sanjorge Jr; Infrastructure; International; Tethys,512
636,kidnapped ones; President Kapelou; Corporation; Abila; Cooperation; 2014/01/21; GAStech Headquarters; hearts; Kapelou; 20th year; families; GAStech; Country; hearts; crisis; Sten Sanjorge Je; spokesman; Tethys; press conference,305
637,"years; production; companies; infrastructure; government; gas fields; fields; favor; billion; hope; country; demonstrate; Tomas Sartos; ABILA; dollars; Tiskele; 5,000; interior; 86; rich; 1993/01/19; ministry; parliament; energy; fiscal incentives; 14; projections; president; deceive; curve; foreign investment; signal; high works; Kronos; lives; underdeveloped; minister of the interior; president Araullo; Kronosians; next; ministry; development; 20; package",256
638,Regional facilities; Sanjorge Jr; Building; Sarto; ABILA; Be-of-art; GAStech-Kronos; Sanjorge; Minister; Aid; Sten; President; Conference; Sports; Personnel; Geologists; GAStech; Kronos; International; Engineers,256
639,Corruption; Government; Sing; Aviators; crystal; POK; Aerosol; heroic police; security; Pepper; Protestors; streets; Poor; Sample; Police; police; general; critics; Abila; Violence; Seating-ins; Water; Señorío; Peace; President; official; hospital; Rich; protestor; Guns; Tear Gas; Crowd; Kronos; Beanbags; Riot; vehicles; 2012/06/21; buildings,111
640,Julian Vann; Assault; POK; Pacific; Marek; Police; Memorialize; Demonstration; Abila; Violence; Silvia Marek; Carman Adrien; POK movement; Elian Karel; Civilian Authorities; General Hospital; Tear Gas; Crowd; Return; Kronos; Security Force; Riot; Members; Protected,562
641,distribution; exclusive rights; government; facilities; Europe; fields; Tethys international GAStech; harbor distribution; Sarto; representatives; ABILA; gas; March; Tiskele; Abila; port; energy; G; greater; harbor; rights; curve; increased; foreign investment; GAStech; 1993/09/21; company; deposit; Kronos; underdeveloped; development; Tethys,512
642,Police; Demonstrators; Windows; Water; Siopa; Hooligans; Innocent people; Kronos; Cars; Buildings; Tear gas; POK; Warehouses; Store,41
643,Prosperity; Government; Technology; 1998/01/20; Success; Values; Children; Abila of today; Interests; Commerce; Abila; Industry; Progress; Increase; Culture; President Araullo; Advantages; Foreigners; Investment; Opportunity; Country; Foreign Investment; Experts; Kronos; People; Prosper,512
644,GAStech; G; GAStech employees; police; Kronos; GAStech building; rallys; environmental damage; POK; Elodis; Rufus Drymiau; Kapelou; president; Abila; Kapelou; Elian Karel; foreign corporations,512
645,CIO Ada Campo-Corrente; $327.25; $327.25 million; S 33%; $38.5 million; Tiskele; Willem Vasco-Pais; $1.96 billion; S 51%; $1.27 billion; Orhan Strum; $96.25 million; Fluss; Sanjorge Sr.; GAStech; Kronos; Sanjorge Jr.; CFO Ingrid Barranco; Beatriz Fluss,305
646,"Exploration and production; GAStech; IPO; End of the year; Working capital; International expansion; Sten Sanjorge, Sr.; International natural gas; Sten Sanjorge, Jr.; Exploration",49
647,"Financial ruin; Billion dollar operation; 12 children; Heart attack; Wells; Hank Fluss; 5 children; 2003/05/19; Operation; Sten Sanjorge, Sr.; Sten Sanjorge, Jr.; Centrum; environmental causes; 54 year old; GAStech; Kronos; International; Tethys; CEO; Beatriz Fluss",304
648,Sten Sanjorge; Children; Willem Gracias; Prayers; vision; Thoughts; life; dignity; President Emeritus; Centrum; Ingrid Sanjorge; father; Sanjorge Sr.; Management Committee; Hospital; Board; GAStech; Room; company; function.; Sanjorge Jr.; Tethys,82
649,Positive Growth; Government; Contribution; Domestic; Production; ABILA; GDP; Office of Economic Sciences; Relationship; Part; Development; Major; Services; 2000/01/16; Goods; Property; International GAStech; Kronos; Work; Part; Growth,256
650,civils servant; government; simple question; country; Rebecca Cato; doors; Tiskele; Elodis; night; Abila; downriver people; going.; houses; Sten Sanjorge Jr.; GAStech; Curve of GasTech; Methane Gas; Kronos; Explosion; CEO; Fire,292
651,"tax relief; potential gas layers; preferential rates; companies; government; cheap energy; most generous of the world; never-reduction; countries; ABILA; cheap, but from eager labor.; fossil fuels; pack to benefit; energy; leg upwards; gas investments; exist; exemptions from the payments; incentives; high-income countries; assembled; situation; Kronos; competing advantage; gain-gain; 1992/12/12; plan",390
